Invoice_no_json,Client_name_json,Seller_name_json,Item_desc_json,Quantity_json,Total_price_json,Item_desc_clean_json,Matched_Item_desc,File Name,Invoice_no_ocr,Client_name_ocr,Seller_name_ocr,Item_desc_ocr,Quantity,Total_price,Item_desc_clean_ocr,Quantity_diff,Quantity_error_pct,Total_price_diff,Total_price_error_pct,Total_price_label
22529030,Johnson LLC,"Hogan, Adkins and Rogers","Nintendo Switch Gaming\nConsole W/ Neon Blue & Red\nControllers, Carry Case, Cable",1.0,330.0,nintendo switch gamingnconsole w neon blue  redncontrollers carry case cable,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,0.0,0.0,291.0,88.18181818181819,1
22529030,Johnson LLC,"Hogan, Adkins and Rogers",Sony PlayStation Gray PS1\nConsole! CONSOLE ONLY!\nTested Working!,2.0,48.38,sony playstation gray ps1nconsole console onlyntested working,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,1.0,50.0,9.380000000000003,19.388176932616787,1
22529030,Johnson LLC,"Hogan, Adkins and Rogers",B408 Nintendo Gameboy Color\nconsole Ice Blue Toysrus\nLimited Japan GBC REAR x,4.0,329.96,b408 nintendo gameboy colornconsole ice blue toysrusnlimited japan gbc rear x,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,3.0,75.0,314.56,95.33276760819493,1
22529030,Johnson LLC,"Hogan, Adkins and Rogers",Nintendo DS Lite Onyx Black\nSystem Console & 6 games\nMario Charger Stylus,1.0,76.99,nintendo ds lite onyx blacknsystem console  6 gamesnmario charger stylus,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,0.0,0.0,37.989999999999995,49.34407065852708,1
22529030,Johnson LLC,"Hogan, Adkins and Rogers",Nintendo 64 N64 Game Console\nSystem + Controller Cords\nWORKING,3.0,330.0,nintendo 64 n64 game consolensystem  controller cordsnworking,3 ikea stainless steel 4bottle,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,3 Ikea Stainless Steel 4-bottle,4.0,110.0,3 ikea stainless steel 4bottle,-1.0,33.33333333333333,220.0,66.66666666666666,1
51109338,Becker Ltd,"Andrews, Kirby and Valdez",CLEARANCE! Fast Dell Desktop Computer PC DUAL CORE WINDOWS 10 4/8/16GB RAM,3.0,689.7,clearance fast dell desktop computer pc dual core windows 10 4816gb ram,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,2.0,66.66666666666666,650.7,94.34536755110918,1
51109338,Becker Ltd,"Andrews, Kirby and Valdez",HP T520 Thin Client Computer AMD GX-212JC 1.2GHz 4GB RAM TESTED !! READ BELOW!!,5.0,207.63,hp t520 thin client computer amd gx212jc 12ghz 4gb ram tested  read below,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,4.0,80.0,168.63,81.21658719838175,1
51109338,Becker Ltd,"Andrews, Kirby and Valdez",gaming pc desktop computer,1.0,440.0,gaming pc desktop computer,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,0.0,0.0,401.0,91.13636363636364,1
51109338,Becker Ltd,"Andrews, Kirby and Valdez",12-Core Gaming Computer Desktop PC Tower Affordable GAMING PC 8GB AMD Vega RGB,3.0,1534.14,12core gaming computer desktop pc tower affordable gaming pc 8gb amd vega rgb,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,2.0,66.66666666666666,1518.74,98.99618027037948,1
51109338,Becker Ltd,"Andrews, Kirby and Valdez",Custom Build Dell Optiplex 9020 MT i5-4570 3.20GHz Desktop Computer PC,5.0,1220.95,custom build dell optiplex 9020 mt i54570 320ghz desktop computer pc,3 ikea stainless steel 4bottle,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,3 Ikea Stainless Steel 4-bottle,4.0,110.0,3 ikea stainless steel 4bottle,1.0,20.0,1110.95,90.99062205659527,1
51109338,Becker Ltd,"Andrews, Kirby and Valdez",Dell Optiplex 990 MT Computer PC Quad Core i7 3.4GHz 16GB 2TB HD Windows 10 Pro,4.0,1187.78,dell optiplex 990 mt computer pc quad core i7 34ghz 16gb 2tb hd windows 10 pro,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,3.0,75.0,1172.3799999999999,98.70346360437117,1
51109338,Becker Ltd,"Andrews, Kirby and Valdez",Dell Core 2 Duo Desktop Computer | Windows XP Pro | 4GB | 500GB,5.0,924.0,dell core 2 duo desktop computer  windows xp pro  4gb  500gb,lolita wine bouquet hand,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,"Lolita ""Wine Bouquet"" Hand",1.0,22.0,lolita wine bouquet hand,4.0,80.0,902.0,97.61904761904762,1
89299747,Cox LLC,"Jones, Davis and Moses",Vintage Crystal Red Wine Glasses NOS West Germany 1983 6 10 ounce elegant stems,5.0,194.98,vintage crystal red wine glasses nos west germany 1983 6 10 ounce elegant stems,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,4.0,80.0,155.98,79.99794850753923,1
89299747,Cox LLC,"Jones, Davis and Moses",Wine Bottle Holder From Costa Rica Has A Parrot Painted On It,5.0,27.5,wine bottle holder from costa rica has a parrot painted on it,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,4.0,80.0,12.1,44.0,1
89299747,Cox LLC,"Jones, Davis and Moses",Birthday Girl Wine Glass by Lolita,2.0,52.25,birthday girl wine glass by lolita,lolita wine bouquet hand,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,"Lolita ""Wine Bouquet"" Hand",1.0,22.0,lolita wine bouquet hand,1.0,50.0,30.25,57.89473684210527,1
89299747,Cox LLC,"Jones, Davis and Moses",Metal Storage Shelf Wine Glass Rack Wine Glasses for The Cabinet,2.0,49.32,metal storage shelf wine glass rack wine glasses for the cabinet,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,1.0,50.0,33.92,68.77534468775345,1
89299747,Cox LLC,"Jones, Davis and Moses",Unicorn Wine Bottle Display,3.0,52.3,unicorn wine bottle display,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,2.0,66.66666666666666,36.9,70.5544933078394,1
89299747,Cox LLC,"Jones, Davis and Moses",100pcs Heat Shrink Capsules PVC Wine Bottle Caps Shrinkable Seal Film Covers 3cm,2.0,12.65,100pcs heat shrink capsules pvc wine bottle caps shrinkable seal film covers 3cm,3 ikea stainless steel 4bottle,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,3 Ikea Stainless Steel 4-bottle,4.0,110.0,3 ikea stainless steel 4bottle,-2.0,100.0,-97.35,769.5652173913043,1
52335893,Mcbride-Sanchez,Stanley Group,Leopard Printed Rug Skin Mat\nLeather Faux Fur Animals Area\nRugs Home Carpets,2.0,42.88,leopard printed rug skin matnleather faux fur animals areanrugs home carpets,lolita wine bouquet hand,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,"Lolita ""Wine Bouquet"" Hand",1.0,22.0,lolita wine bouquet hand,1.0,50.0,20.880000000000003,48.694029850746276,1
52335893,Mcbride-Sanchez,Stanley Group,Fluffy Rugs Anti-slip Area Rug\nDining Room Carpet Floor Mat\nHome Bedroom Decor!,2.0,10.98,fluffy rugs antislip area rugndining room carpet floor matnhome bedroom decor,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,1.0,50.0,-28.02,255.19125683060108,1
52335893,Mcbride-Sanchez,Stanley Group,Cartoon Rabbit Printed Round\nCarpet Area Rug Children Play\nTent Floor Mat Rug,2.0,389.58,cartoon rabbit printed roundncarpet area rug children playntent floor mat rug,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,1.0,50.0,350.58,89.98921915909442,1
52335893,Mcbride-Sanchez,Stanley Group,3D Swirl Print Optical Illusion\nArea Rug Carpet Floor Pad\nNon-slip Doormat Mats,5.0,65.78,3d swirl print optical illusionnarea rug carpet floor padnnonslip doormat mats,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,4.0,80.0,26.78,40.71146245059289,1
52335893,Mcbride-Sanchez,Stanley Group,War Horse Series Small Large\nLong Floor Carpet Area Rugs\nVarious Size Soft Rug,4.0,159.72,war horse series small largenlong floor carpet area rugsnvarious size soft rug,3 ikea stainless steel 4bottle,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,3 Ikea Stainless Steel 4-bottle,4.0,110.0,3 ikea stainless steel 4bottle,0.0,0.0,49.72,31.129476584022036,1
52335893,Mcbride-Sanchez,Stanley Group,YILONG 4'x6' All over\nHandmade Carpet Dining Room\nHand Knotted Silk Rugs 082B,4.0,15840.0,yilong 4x6 all overnhandmade carpet dining roomnhand knotted silk rugs 082b,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,3.0,75.0,15801.0,99.75378787878788,1
52335893,Mcbride-Sanchez,Stanley Group,Imitation Wool Carpet Rugs\nKoala Panda Plush Living Room\nBlankets Non Slip Decor,1.0,28.72,imitation wool carpet rugsnkoala panda plush living roomnblankets non slip decor,lolita wine bouquet hand,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,"Lolita ""Wine Bouquet"" Hand",1.0,22.0,lolita wine bouquet hand,0.0,0.0,6.719999999999999,23.398328690807794,1
44048791,Smith-Wells,Baird-Morris,"Microsoft Xbox Series X 1TB Video Game Console - Black, Preorder Confirm PRESALE",4.0,3211.91,microsoft xbox series x 1tb video game console  black preorder confirm presale,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,3.0,75.0,3196.5099999999998,99.52053451061829,1
44048791,Smith-Wells,Baird-Morris,"VTech Game Console Bundle- Console, Art Studio, Games, 2 Controllers- TESTED!",5.0,1209.95,vtech game console bundle console art studio games 2 controllers tested,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,4.0,80.0,1194.55,98.72722013306334,1
44048791,Smith-Wells,Baird-Morris,Nintendo Switch Lite Yellow CONSOLE ONLY - No Accessories or Charger [B1-2],2.0,297.0,nintendo switch lite yellow console only  no accessories or charger b12,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,1.0,50.0,258.0,86.86868686868688,1
44048791,Smith-Wells,Baird-Morris,N64 Nintendo System Console Lot Bundle W/ 2 Games 1 Controller Tested Working,3.0,316.77,n64 nintendo system console lot bundle w 2 games 1 controller tested working,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,2.0,66.66666666666666,277.77,87.68822805189885,1
44048791,Smith-Wells,Baird-Morris,Xbox Series X Console CONFIRMED PRE-ORDER,4.0,3300.0,xbox series x console confirmed preorder,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,3.0,75.0,3261.0,98.81818181818181,1
44048791,Smith-Wells,Baird-Morris,PS5- PlayStation 5 Console Disc Version **Confirmed PREORDER**,5.0,4510.0,ps5 playstation 5 console disc version confirmed preorder,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,4.0,80.0,4494.6,99.65853658536587,1
44048791,Smith-Wells,Baird-Morris,Nintendo Wii White Console RVL-001 Bundle Game Cube Compatible Controllers senso,1.0,109.99,nintendo wii white console rvl001 bundle game cube compatible controllers senso,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,0.0,0.0,94.58999999999999,85.99872715701426,1
54557938,"Clark, Russell and Johns","Kim, Lloyd and White",Custom Build HP Desktop Computer 16GB | 2TB | SSD | Windows 10 Windows 7 PC WiFi,1.0,361.9,custom build hp desktop computer 16gb  2tb  ssd  windows 10 windows 7 pc wifi,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,0.0,0.0,322.9,89.22354241503177,1
54557938,"Clark, Russell and Johns","Kim, Lloyd and White",Custom Build Gaming RGB Mini ITX Computer PC,4.0,2288.0,custom build gaming rgb mini itx computer pc,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,3.0,75.0,2272.6,99.32692307692307,1
54557938,"Clark, Russell and Johns","Kim, Lloyd and White",Dell Desktop Computer Intel Core i5 Windows 10 pro 64 250gb 3.1ghz 4gb Ram,2.0,528.53,dell desktop computer intel core i5 windows 10 pro 64 250gb 31ghz 4gb ram,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,1.0,50.0,489.53,92.62104327095908,1
54557938,"Clark, Russell and Johns","Kim, Lloyd and White",10-Core Gaming Computer Desktop PC Tower HDMI 8GB DDR4 R7 Graphic CUSTOM BUILT,4.0,1535.07,10core gaming computer desktop pc tower hdmi 8gb ddr4 r7 graphic custom built,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,3.0,75.0,1496.07,97.459399245637,1
54557938,"Clark, Russell and Johns","Kim, Lloyd and White",Dell Optiplex SFF Desktop Computer Windows 10 4GB 160GB,3.0,296.97,dell optiplex sff desktop computer windows 10 4gb 160gb,3 ikea stainless steel 4bottle,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,3 Ikea Stainless Steel 4-bottle,4.0,110.0,3 ikea stainless steel 4bottle,-1.0,33.33333333333333,186.97000000000003,62.95922147018218,1
19091235,King PLC,Khan-Wyatt,Desktop Computer Super\nWritemaster Intel Core Duo,1.0,22.71,desktop computer supernwritemaster intel core duo,lolita wine bouquet hand,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,"Lolita ""Wine Bouquet"" Hand",1.0,22.0,lolita wine bouquet hand,0.0,0.0,0.7100000000000009,3.1263760457948075,0
19091235,King PLC,Khan-Wyatt,custom gaming computer,3.0,1350.0,custom gaming computer,lolita wine bouquet hand,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,"Lolita ""Wine Bouquet"" Hand",1.0,22.0,lolita wine bouquet hand,2.0,66.66666666666666,1328.0,98.37037037037038,1
19091235,King PLC,Khan-Wyatt,gaming pc desktop computer\nintel i5,3.0,2550.0,gaming pc desktop computernintel i5,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,2.0,66.66666666666666,2511.0,98.47058823529412,1
19091235,King PLC,Khan-Wyatt,Dell Optiplex 760 Windows 10\nProfessional Desktop Computer\n4GB 160GB DVD,4.0,399.8,dell optiplex 760 windows 10nprofessional desktop computern4gb 160gb dvd,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,3.0,75.0,360.8,90.24512256128064,1
62005229,Chapman LLC,Harmon LLC,4 Tupperware Wine Stemless Cups Set Acrylic Plastic Shatter Proof Beverages New,2.0,76.98,4 tupperware wine stemless cups set acrylic plastic shatter proof beverages new,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,1.0,50.0,37.980000000000004,49.337490257209666,1
52230192,"Smith, Richardson and Brown",Campbell-Gordon,Multi Color Stones Inlay Art Coffee Table Top Marble Patio Sofa Table 27 Inches,1.0,569.25,multi color stones inlay art coffee table top marble patio sofa table 27 inches,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,0.0,0.0,530.25,93.14888010540184,1
52230192,"Smith, Richardson and Brown",Campbell-Gordon,SOFA SET,1.0,275.0,sofa set,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,0.0,0.0,259.6,94.4,1
52230192,"Smith, Richardson and Brown",Campbell-Gordon,24 Inches Marble Sofa Table Top Inlay Coffee Table with Malachite Stone Work,3.0,2029.5,24 inches marble sofa table top inlay coffee table with malachite stone work,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,2.0,66.66666666666666,1990.5,98.07834441980783,1
52230192,"Smith, Richardson and Brown",Campbell-Gordon,6'x3' Marble Counter Height Dining Table Top Multi Inlay Furniture Decor E955A,2.0,12032.64,6x3 marble counter height dining table top multi inlay furniture decor e955a,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,1.0,50.0,11993.64,99.67588160204245,1
11926242,Turner Inc,Bailey PLC,Cherry Halter Rockabilly Black\nSummer Dress Size 3/4,1.0,3.85,cherry halter rockabilly blacknsummer dress size 34,95 stemware rack display kitchen,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,95 Stemware Rack Display Kitchen,1.0,46.55,95 stemware rack display kitchen,0.0,0.0,-42.699999999999996,1109.090909090909,1
11926242,Turner Inc,Bailey PLC,Cabi 5610 Striped White Blue\nLaunch Maxi Dress Womens Sz\nM,3.0,161.67,cabi 5610 striped white bluenlaunch maxi dress womens sznm,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,2.0,66.66666666666666,122.66999999999999,75.87678604564854,1
11926242,Turner Inc,Bailey PLC,sandro dress,1.0,88.0,sandro dress,3 ikea stainless steel 4bottle,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,3 Ikea Stainless Steel 4-bottle,4.0,110.0,3 ikea stainless steel 4bottle,-3.0,300.0,-22.0,25.0,1
11926242,Turner Inc,Bailey PLC,O'Neill Black Pink gray green\nFloral Dress Beach coverup xs 0,2.0,11.0,oneill black pink gray greennfloral dress beach coverup xs 0,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,1.0,50.0,-28.0,254.54545454545453,1
11926242,Turner Inc,Bailey PLC,balmain dress 36,2.0,3410.0,balmain dress 36,3 ikea stainless steel 4bottle,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,3 Ikea Stainless Steel 4-bottle,4.0,110.0,3 ikea stainless steel 4bottle,-2.0,100.0,3300.0,96.7741935483871,1
31311902,"Young, Rosales and Graham","Hodges, Porter and Bass",Wine spoon,5.0,27.5,wine spoon,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,4.0,80.0,12.1,44.0,1
31311902,"Young, Rosales and Graham","Hodges, Porter and Bass",Black Pug wine holder,5.0,71.23,black pug wine holder,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,4.0,80.0,55.830000000000005,78.37989611118911,1
31311902,"Young, Rosales and Graham","Hodges, Porter and Bass",Vintage Crystal Red Wine Glasses NOS West Germany 1983 6 10 ounce elegant stems,2.0,77.99,vintage crystal red wine glasses nos west germany 1983 6 10 ounce elegant stems,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,1.0,50.0,38.989999999999995,49.99358892165662,1
31311902,"Young, Rosales and Graham","Hodges, Porter and Bass","mDesign Metal Wine Rack Storage Organizer, 6 Bottles - Chrome",5.0,126.44,mdesign metal wine rack storage organizer 6 bottles  chrome,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,4.0,80.0,111.03999999999999,87.820310028472,1
31311902,"Young, Rosales and Graham","Hodges, Porter and Bass",Pier 1 Multi-color Cordial Liqueur Wine Glasses Set of 4,1.0,33.0,pier 1 multicolor cordial liqueur wine glasses set of 4,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,0.0,0.0,-6.0,18.181818181818183,1
31311902,"Young, Rosales and Graham","Hodges, Porter and Bass",3 Ikea Stainless Steel 4-bottle Wine Rack 300.557.60 - great condition gift it!,4.0,110.0,3 ikea stainless steel 4bottle wine rack 30055760  great condition gift it,3 ikea stainless steel 4bottle,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,3 Ikea Stainless Steel 4-bottle,4.0,110.0,3 ikea stainless steel 4bottle,0.0,0.0,0.0,0.0,0
31311902,"Young, Rosales and Graham","Hodges, Porter and Bass",Wine Glass Hanging Metal Wine Cup Rack Bar Double Stemware Glass Bottle Goblet,1.0,21.01,wine glass hanging metal wine cup rack bar double stemware glass bottle goblet,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,0.0,0.0,5.610000000000001,26.70157068062828,1
57168941,Brown Ltd,Sullivan Group,Yilong 2'x3' Traditional Handmade Silk Area Rugs Kid Friendly Floor Carpet 356B,1.0,1320.0,yilong 2x3 traditional handmade silk area rugs kid friendly floor carpet 356b,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,0.0,0.0,1281.0,97.04545454545455,1
57168941,Brown Ltd,Sullivan Group,Garden Flower Carpet Quilted Bedroom Floor Princess Tapis Lace Rug Carpets,5.0,250.25,garden flower carpet quilted bedroom floor princess tapis lace rug carpets,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,4.0,80.0,234.85,93.84615384615384,1
57168941,Brown Ltd,Sullivan Group,3D Stones Florals Corridor Carpet Doorway Mat Soft Antislip Living Room Area Rug,3.0,50.13,3d stones florals corridor carpet doorway mat soft antislip living room area rug,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,2.0,66.66666666666666,11.130000000000003,22.202274087372835,1
66053252,Brown-Graves,Parks-Castillo,36 Inches Marble Dinning Table\nTop Inlay Meeting Table with\nSemi Precious Stone,4.0,8246.7,36 inches marble dinning tablentop inlay meeting table withnsemi precious stone,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,3.0,75.0,8207.7,99.52708356069701,1
66053252,Brown-Graves,Parks-Castillo,6'x3' White Marble Living Room\nDining Table Top Marquetry\nInlay Furniture H4743A,1.0,6149.23,6x3 white marble living roomndining table top marquetryninlay furniture h4743a,95 stemware rack display kitchen,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,95 Stemware Rack Display Kitchen,1.0,46.55,95 stemware rack display kitchen,0.0,0.0,6102.679999999999,99.24299465136285,1
66053252,Brown-Graves,Parks-Castillo,21 Inches Round Marble Patio\nTable Top with Unique Pattern\nCoffee Table for Home,5.0,2332.83,21 inches round marble pationtable top with unique patternncoffee table for home,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,4.0,80.0,2293.83,98.32821079975822,1
48440593,Warren Group,Patton-Barrett,Super Nintendo Entertainment System SNES Console Bundle W/ 2 Controllers & Games,5.0,714.95,super nintendo entertainment system snes console bundle w 2 controllers  games,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,4.0,80.0,675.95,94.54507308203371,1
48440593,Warren Group,Patton-Barrett,Nintendo Gameboy Color Console Clear with Box Manual CGB-001 GBC Japan Tested 63,4.0,528.0,nintendo gameboy color console clear with box manual cgb001 gbc japan tested 63,lolita wine bouquet hand,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,"Lolita ""Wine Bouquet"" Hand",1.0,22.0,lolita wine bouquet hand,3.0,75.0,506.0,95.83333333333334,1
48440593,Warren Group,Patton-Barrett,Nintendo Switch 32GB Neon Red/Neon Blue Console,4.0,1320.0,nintendo switch 32gb neon redneon blue console,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,3.0,75.0,1304.6,98.83333333333333,1
