DateTime,IP_Address,Method,URI_Stem,Status,Bytes,Country
2026-02-17 17:34:18,196.216.107.171,GET,/expansion/sadc_promo_june,201,6141,Botswana
2026-02-17 18:04:18,102.129.198.13,GET,/ai/advisory_chat_start,404,2019,South Africa
2026-02-17 18:44:18,41.223.174.37,GET,/portal/dashboard.html,200,8014,Angola
2026-02-17 19:20:18,196.202.50.45,GET,/tools/automated_risk_score,404,5247,Lesotho
2026-02-17 19:48:18,154.250.207.227,GET,/services/realtime_threat_map,200,6421,Zimbabwe
2026-02-17 20:00:18,41.190.50.201,GET,/portal/dashboard.html,404,3879,Malawi
2026-02-17 20:40:18,196.216.89.139,GET,/tools/automated_risk_score,404,4512,Botswana
2026-02-17 21:51:18,168.253.113.132,GET,/ai/advisory_chat_start,500,2532,Eswatini
2026-02-17 23:02:18,196.216.53.91,GET,/ai/advisory_chat_start,200,3518,Botswana
2026-02-17 23:20:18,168.167.192.135,GET,/ai/advisory_chat_start,200,6591,Botswana
2026-02-18 00:51:18,196.216.195.12,GET,/ai/advisory_chat_start,404,7935,Botswana
2026-02-18 01:00:18,102.129.150.192,GET,/portal/dashboard.html,500,3195,South Africa
2026-02-18 01:25:18,196.216.84.59,GET,/portal/dashboard.html,200,5133,Botswana
2026-02-18 02:28:18,197.242.164.45,GET,/portal/dashboard.html,200,3370,South Africa
2026-02-18 02:47:18,41.203.78.161,GET,/portal/dashboard.html,200,7109,Lesotho
2026-02-18 03:02:18,168.167.205.75,GET,/portal/dashboard.html,500,5272,Botswana
2026-02-18 03:04:18,105.234.205.226,GET,/ai/advisory_chat_start,200,3562,Malawi
2026-02-18 03:40:18,105.234.124.128,GET,/portal/dashboard.html,200,2519,Malawi
2026-02-18 04:47:18,197.218.79.216,GET,/ai/advisory_chat_start,200,6813,Mozambique
2026-02-18 05:23:18,41.223.253.27,GET,/services/realtime_threat_map,500,3484,Angola
2026-02-18 05:39:18,196.216.196.156,GET,/portal/dashboard.html,200,9926,Botswana
2026-02-18 06:00:18,102.129.213.51,GET,/portal/dashboard.html,200,5345,South Africa
2026-02-18 06:25:18,196.216.42.84,GET,/services/realtime_threat_map,200,9832,Botswana
2026-02-18 06:35:18,41.222.9.162,GET,/ai/advisory_chat_start,200,3805,Zambia
2026-02-18 07:52:18,196.216.250.244,GET,/portal/dashboard.html,404,3768,Botswana
2026-02-18 07:52:18,168.167.210.7,GET,/tools/automated_risk_score,200,7730,Botswana
2026-02-18 08:36:18,168.167.230.207,GET,/services/realtime_threat_map,200,3341,Botswana
2026-02-18 09:03:18,41.190.133.19,GET,/ai/advisory_chat_start,200,7094,Malawi
2026-02-18 09:13:18,154.250.223.91,GET,/portal/dashboard.html,200,8015,Zimbabwe
2026-02-18 10:13:18,168.167.203.229,GET,/expansion/sadc_promo_june,201,8010,Botswana
2026-02-18 10:20:18,197.242.181.85,GET,/api/submit_system_maintenance,201,3327,South Africa
2026-02-18 10:45:18,196.44.200.17,GET,/ai/advisory_chat_start,404,2929,Namibia
2026-02-18 12:01:18,196.202.5.22,GET,/tools/automated_risk_score,200,4343,Lesotho
2026-02-18 12:02:18,168.167.39.70,GET,/api/submit_system_maintenance,201,3600,Botswana
2026-02-18 12:31:18,197.94.97.129,GET,/services/realtime_threat_map,404,8578,Angola
2026-02-18 13:08:18,168.167.42.247,GET,/api/submit_system_maintenance,201,3547,Botswana
2026-02-18 14:12:18,196.216.90.66,GET,/expansion/sadc_promo_june,201,9666,Botswana
2026-02-18 14:19:18,197.188.9.146,GET,/tools/automated_risk_score,200,7257,Namibia
2026-02-18 14:49:18,197.215.118.109,GET,/portal/dashboard.html,200,4193,Zambia
2026-02-18 17:21:18,41.203.135.31,GET,/ai/advisory_chat_start,404,2517,Lesotho
2026-02-18 17:57:18,196.216.216.170,GET,/api/submit_system_maintenance,201,5201,Botswana
2026-02-18 18:26:18,196.216.2.76,GET,/services/realtime_threat_map,200,2886,Botswana
2026-02-18 19:55:18,102.129.223.6,GET,/ai/advisory_chat_start,200,4491,South Africa
2026-02-18 20:11:18,197.242.252.121,GET,/ai/advisory_chat_start,200,9620,South Africa
2026-02-18 21:24:18,197.242.97.238,GET,/portal/dashboard.html,200,9378,South Africa
2026-02-18 21:46:18,168.167.145.240,GET,/portal/dashboard.html,500,6425,Botswana
2026-02-19 00:05:18,196.216.28.94,GET,/ai/advisory_chat_start,200,2592,Botswana
2026-02-19 01:05:18,168.167.121.86,GET,/portal/dashboard.html,200,4331,Botswana
2026-02-19 01:26:18,196.216.204.243,GET,/portal/dashboard.html,500,5744,Botswana
2026-02-19 01:36:18,105.232.186.127,GET,/portal/dashboard.html,404,9107,Eswatini
2026-02-19 01:51:18,102.129.83.248,GET,/ai/advisory_chat_start,404,3439,South Africa
2026-02-19 02:53:18,102.129.35.124,GET,/ai/advisory_chat_start,500,7329,South Africa
2026-02-19 03:04:18,197.242.197.117,GET,/ai/advisory_chat_start,200,7191,South Africa
2026-02-19 03:41:18,102.129.121.232,GET,/services/realtime_threat_map,200,6495,South Africa
2026-02-19 03:46:18,168.167.20.42,GET,/ai/advisory_chat_start,200,3117,Botswana
2026-02-19 04:30:18,41.222.93.27,GET,/portal/dashboard.html,200,6050,Zambia
2026-02-19 05:22:18,41.220.233.194,GET,/ai/advisory_chat_start,200,5077,Zimbabwe
2026-02-19 06:11:18,196.44.31.178,GET,/services/realtime_threat_map,500,3141,Namibia
2026-02-19 06:56:18,168.167.130.11,GET,/portal/dashboard.html,500,9599,Botswana
2026-02-19 07:18:18,197.94.246.226,GET,/ai/advisory_chat_start,404,3427,Angola
2026-02-19 07:55:18,197.242.136.95,GET,/services/realtime_threat_map,200,7413,South Africa
2026-02-19 08:12:18,102.129.137.80,GET,/services/realtime_threat_map,200,9440,South Africa
2026-02-19 14:34:18,196.202.145.131,GET,/services/realtime_threat_map,200,4410,Lesotho
2026-02-19 14:39:18,196.216.179.224,GET,/expansion/sadc_promo_june,201,9125,Botswana
2026-02-19 15:18:18,196.216.64.9,GET,/expansion/sadc_promo_june,201,7042,Botswana
2026-02-19 15:46:18,154.250.155.144,GET,/portal/dashboard.html,404,9690,Zimbabwe
2026-02-19 17:45:18,196.216.21.130,GET,/tools/automated_risk_score,200,6893,Botswana
2026-02-19 18:09:18,196.216.242.92,GET,/portal/dashboard.html,500,6876,Botswana
2026-02-19 18:55:18,168.167.214.106,GET,/services/realtime_threat_map,500,4442,Botswana
2026-02-19 19:19:18,197.215.15.168,GET,/ai/advisory_chat_start,200,8075,Zambia
2026-02-19 19:21:18,196.216.117.107,GET,/services/realtime_threat_map,404,3687,Botswana
2026-02-19 19:26:18,154.250.7.205,GET,/services/realtime_threat_map,200,3633,Zimbabwe
2026-02-19 19:32:18,105.232.70.51,GET,/ai/advisory_chat_start,200,9171,Eswatini
2026-02-19 19:49:18,197.94.39.202,GET,/portal/dashboard.html,200,7607,Angola
2026-02-19 19:51:18,154.250.200.149,GET,/portal/dashboard.html,500,6413,Zimbabwe
2026-02-19 21:34:18,41.221.207.118,GET,/portal/dashboard.html,200,9899,Mozambique
2026-02-19 22:30:18,197.242.9.132,GET,/ai/advisory_chat_start,200,2270,South Africa
2026-02-19 22:59:18,105.234.155.159,GET,/portal/dashboard.html,200,8514,Malawi
2026-02-19 23:16:18,168.167.183.188,GET,/tools/automated_risk_score,200,2570,Botswana
2026-02-19 23:24:18,197.242.128.96,GET,/portal/dashboard.html,200,6523,South Africa
2026-02-19 23:46:18,154.250.155.175,GET,/services/realtime_threat_map,200,6680,Zimbabwe
2026-02-20 00:31:18,196.216.23.217,GET,/portal/dashboard.html,500,5748,Botswana
2026-02-20 00:37:18,102.129.41.195,GET,/services/realtime_threat_map,200,4900,South Africa
2026-02-20 01:22:18,168.167.38.146,GET,/ai/advisory_chat_start,500,6052,Botswana
2026-02-20 01:31:18,196.216.67.34,GET,/ai/advisory_chat_start,404,8029,Botswana
2026-02-20 02:29:18,41.220.214.23,GET,/ai/advisory_chat_start,200,5809,Zimbabwe
2026-02-20 03:30:18,196.216.1.111,GET,/ai/advisory_chat_start,200,5649,Botswana
2026-02-20 04:48:18,41.203.225.77,GET,/ai/advisory_chat_start,200,6870,Lesotho
2026-02-20 05:23:18,197.94.97.62,GET,/services/realtime_threat_map,200,8357,Angola
2026-02-20 05:53:18,196.216.124.231,GET,/services/realtime_threat_map,200,3450,Botswana
2026-02-20 07:09:18,102.129.148.45,GET,/portal/dashboard.html,404,6980,South Africa
2026-02-20 07:13:18,41.203.244.126,GET,/ai/advisory_chat_start,404,6135,Lesotho
2026-02-20 08:01:18,41.221.232.232,GET,/portal/dashboard.html,200,9624,Mozambique
2026-02-20 08:59:18,197.242.147.31,GET,/services/realtime_threat_map,200,9478,South Africa
2026-02-20 09:36:18,197.242.206.99,GET,/expansion/sadc_promo_june,201,4569,South Africa
2026-02-20 11:39:18,102.129.86.187,GET,/expansion/sadc_promo_june,201,2869,South Africa
2026-02-20 12:20:18,41.223.29.51,GET,/ai/advisory_chat_start,500,7882,Angola
2026-02-20 13:35:18,102.129.107.90,GET,/expansion/sadc_promo_june,201,7738,South Africa
2026-02-20 13:44:18,196.216.97.193,GET,/expansion/sadc_promo_june,201,6550,Botswana
2026-02-20 14:34:18,168.167.185.6,GET,/api/submit_system_maintenance,201,4269,Botswana
2026-02-20 15:26:18,197.242.188.249,GET,/expansion/sadc_promo_june,201,7527,South Africa
2026-02-20 15:51:18,168.167.175.150,GET,/portal/dashboard.html,200,3998,Botswana
2026-02-20 16:05:18,105.234.213.22,GET,/ai/advisory_chat_start,200,7270,Malawi
2026-02-20 16:43:18,102.129.245.92,GET,/api/submit_system_maintenance,201,2159,South Africa
2026-02-20 17:32:18,41.220.120.117,GET,/portal/dashboard.html,200,4406,Zimbabwe
2026-02-20 18:13:18,196.216.58.219,GET,/portal/dashboard.html,404,9253,Botswana
2026-02-20 18:16:18,41.203.98.27,GET,/portal/dashboard.html,200,5718,Lesotho
2026-02-20 18:53:18,168.167.215.221,GET,/ai/advisory_chat_start,500,8274,Botswana
2026-02-20 19:17:18,197.215.213.3,GET,/portal/dashboard.html,404,2087,Zambia
2026-02-20 20:04:18,197.242.245.184,GET,/ai/advisory_chat_start,500,2414,South Africa
2026-02-20 20:22:18,41.221.133.175,GET,/portal/dashboard.html,500,5628,Mozambique
2026-02-20 20:33:18,102.129.48.248,GET,/services/realtime_threat_map,500,7716,South Africa
2026-02-20 21:32:18,102.129.2.150,GET,/portal/dashboard.html,500,8471,South Africa
2026-02-20 21:35:18,168.167.253.172,GET,/ai/advisory_chat_start,500,4423,Botswana
2026-02-20 21:49:18,102.129.47.33,GET,/portal/dashboard.html,200,5579,South Africa
2026-02-20 22:40:18,197.218.22.186,GET,/ai/advisory_chat_start,404,6307,Mozambique
2026-02-20 23:09:18,154.250.169.152,GET,/services/realtime_threat_map,200,5823,Zimbabwe
2026-02-20 23:19:18,168.167.164.162,GET,/services/realtime_threat_map,200,3079,Botswana
2026-02-20 23:21:18,196.216.174.70,GET,/ai/advisory_chat_start,200,8919,Botswana
2026-02-21 00:04:18,102.129.253.2,GET,/ai/advisory_chat_start,200,8611,South Africa
2026-02-21 00:32:18,196.216.221.165,GET,/tools/automated_risk_score,200,3811,Botswana
2026-02-21 01:14:18,168.167.222.144,GET,/portal/dashboard.html,500,9512,Botswana
2026-02-21 01:27:18,154.250.61.56,GET,/tools/automated_risk_score,404,4000,Zimbabwe
2026-02-21 01:36:18,196.216.18.252,GET,/ai/advisory_chat_start,500,6395,Botswana
2026-02-21 02:17:18,154.250.59.28,GET,/portal/dashboard.html,404,8751,Zimbabwe
2026-02-21 03:19:18,197.215.83.147,GET,/services/realtime_threat_map,200,3240,Zambia
2026-02-21 04:12:18,102.129.244.78,GET,/ai/advisory_chat_start,404,9168,South Africa
2026-02-21 04:51:18,196.44.78.149,GET,/ai/advisory_chat_start,200,7704,Namibia
2026-02-21 05:30:18,168.167.100.124,GET,/ai/advisory_chat_start,500,6231,Botswana
2026-02-21 05:33:18,41.221.105.228,GET,/portal/dashboard.html,200,8984,Mozambique
2026-02-21 06:49:18,168.167.171.49,GET,/portal/dashboard.html,200,8470,Botswana
2026-02-21 06:53:18,102.129.51.171,GET,/ai/advisory_chat_start,200,2763,South Africa
2026-02-21 07:18:18,197.242.86.233,GET,/portal/dashboard.html,200,3796,South Africa
2026-02-21 07:26:18,41.203.212.184,GET,/portal/dashboard.html,200,6114,Lesotho
2026-02-21 08:22:18,197.242.144.121,GET,/ai/advisory_chat_start,404,7322,South Africa
2026-02-21 08:36:18,102.129.29.121,GET,/ai/advisory_chat_start,200,2659,South Africa
2026-02-21 09:00:18,197.242.61.148,GET,/api/submit_system_maintenance,201,6705,South Africa
2026-02-21 09:17:18,197.242.245.190,GET,/expansion/sadc_promo_june,201,4921,South Africa
2026-02-21 09:22:18,197.242.103.226,GET,/api/submit_system_maintenance,201,3252,South Africa
2026-02-21 10:11:18,197.242.140.178,GET,/api/submit_system_maintenance,201,9306,South Africa
2026-02-21 10:25:18,196.44.19.231,GET,/ai/advisory_chat_start,200,6592,Namibia
2026-02-21 10:29:18,197.242.114.182,GET,/expansion/sadc_promo_june,201,7572,South Africa
2026-02-21 11:18:18,41.203.188.238,GET,/ai/advisory_chat_start,500,7779,Lesotho
2026-02-21 12:03:18,196.216.188.31,GET,/expansion/sadc_promo_june,201,3224,Botswana
2026-02-21 12:11:18,102.129.143.233,GET,/expansion/sadc_promo_june,201,6717,South Africa
2026-02-21 12:12:18,168.167.209.104,GET,/portal/dashboard.html,200,4923,Botswana
2026-02-21 12:59:18,41.221.178.237,GET,/portal/dashboard.html,200,5290,Mozambique
2026-02-21 14:08:18,197.242.115.196,GET,/tools/automated_risk_score,404,7844,South Africa
2026-02-21 14:33:18,41.221.48.104,GET,/portal/dashboard.html,404,4053,Mozambique
2026-02-21 15:28:18,168.167.4.84,GET,/expansion/sadc_promo_june,201,9010,Botswana
2026-02-21 15:36:18,168.167.233.78,GET,/expansion/sadc_promo_june,201,7147,Botswana
2026-02-21 15:44:18,105.232.20.201,GET,/ai/advisory_chat_start,404,8033,Eswatini
2026-02-21 15:48:18,41.221.151.184,GET,/services/realtime_threat_map,404,9484,Mozambique
2026-02-21 16:18:18,102.129.202.18,GET,/api/submit_system_maintenance,201,8450,South Africa
2026-02-21 16:31:18,105.232.26.76,GET,/portal/dashboard.html,404,3423,Eswatini
2026-02-21 17:37:18,168.167.69.51,GET,/api/submit_system_maintenance,201,4834,Botswana
2026-02-21 17:42:18,168.253.154.20,GET,/tools/automated_risk_score,404,5232,Eswatini
2026-02-21 19:03:18,102.129.223.72,GET,/services/realtime_threat_map,200,7904,South Africa
2026-02-21 19:20:18,105.232.37.4,GET,/ai/advisory_chat_start,200,9007,Eswatini
2026-02-21 19:27:18,197.242.106.113,GET,/services/realtime_threat_map,500,4938,South Africa
2026-02-21 20:03:18,168.167.161.185,GET,/ai/advisory_chat_start,200,8655,Botswana
2026-02-21 20:06:18,168.167.83.33,GET,/services/realtime_threat_map,200,6660,Botswana
2026-02-21 20:13:18,102.129.214.233,GET,/ai/advisory_chat_start,404,2638,South Africa
2026-02-21 20:39:18,196.216.81.137,GET,/ai/advisory_chat_start,404,3036,Botswana
2026-02-21 21:32:18,196.216.203.181,GET,/portal/dashboard.html,404,4253,Botswana
2026-02-21 21:58:18,197.242.63.58,GET,/portal/dashboard.html,500,4917,South Africa
2026-02-21 22:06:18,168.167.158.192,GET,/ai/advisory_chat_start,500,9398,Botswana
2026-02-21 22:08:18,196.216.18.250,GET,/portal/dashboard.html,200,5544,Botswana
2026-02-22 00:15:18,168.167.242.181,GET,/portal/dashboard.html,200,5951,Botswana
2026-02-22 00:37:18,41.220.46.196,GET,/portal/dashboard.html,200,3438,Zimbabwe
2026-02-22 01:57:18,197.242.70.164,GET,/portal/dashboard.html,404,8101,South Africa
2026-02-22 04:41:18,105.232.149.60,GET,/portal/dashboard.html,404,9586,Eswatini
2026-02-22 04:50:18,197.242.102.99,GET,/ai/advisory_chat_start,200,6366,South Africa
2026-02-22 04:52:18,168.167.160.67,GET,/portal/dashboard.html,200,5348,Botswana
2026-02-22 06:20:18,168.167.94.185,GET,/portal/dashboard.html,200,4763,Botswana
2026-02-22 06:53:18,168.167.151.16,GET,/ai/advisory_chat_start,404,2936,Botswana
2026-02-22 07:28:18,196.216.77.52,GET,/portal/dashboard.html,500,7696,Botswana
2026-02-22 08:07:18,168.167.111.238,GET,/ai/advisory_chat_start,200,5230,Botswana
2026-02-22 10:23:18,168.167.20.153,GET,/api/submit_system_maintenance,201,6584,Botswana
2026-02-22 10:26:18,196.216.77.172,GET,/api/submit_system_maintenance,201,5853,Botswana
2026-02-22 10:31:18,102.129.51.221,GET,/portal/dashboard.html,200,8848,South Africa
2026-02-22 10:42:18,196.216.66.226,GET,/portal/dashboard.html,404,8418,Botswana
2026-02-22 12:03:18,168.167.234.95,GET,/ai/advisory_chat_start,200,4856,Botswana
2026-02-22 12:12:18,41.220.245.77,GET,/portal/dashboard.html,200,9650,Zimbabwe
2026-02-22 12:23:18,196.216.246.41,GET,/api/submit_system_maintenance,201,7123,Botswana
2026-02-22 12:31:18,168.167.230.106,GET,/expansion/sadc_promo_june,201,5311,Botswana
2026-02-22 14:30:18,168.253.24.33,GET,/tools/automated_risk_score,404,5793,Eswatini
2026-02-22 14:40:18,102.129.144.150,GET,/portal/dashboard.html,404,2468,South Africa
2026-02-22 15:06:18,105.234.154.121,GET,/portal/dashboard.html,200,2965,Malawi
2026-02-22 15:07:18,196.216.193.44,GET,/expansion/sadc_promo_june,201,8886,Botswana
2026-02-22 15:34:18,197.242.67.173,GET,/expansion/sadc_promo_june,201,9681,South Africa
2026-02-22 15:40:18,168.253.76.155,GET,/portal/dashboard.html,404,6490,Eswatini
2026-02-22 15:48:18,102.129.61.136,GET,/expansion/sadc_promo_june,201,4500,South Africa
2026-02-22 15:48:18,154.250.39.41,GET,/portal/dashboard.html,200,2396,Zimbabwe
2026-02-22 15:48:18,102.129.175.144,GET,/expansion/sadc_promo_june,201,8417,South Africa
2026-02-22 15:53:18,197.242.186.114,GET,/api/submit_system_maintenance,201,9925,South Africa
2026-02-22 17:08:18,197.242.97.151,GET,/expansion/sadc_promo_june,201,3124,South Africa
2026-02-22 18:21:18,196.216.31.20,GET,/portal/dashboard.html,200,5304,Botswana
2026-02-22 18:59:18,168.167.143.16,GET,/services/realtime_threat_map,404,8518,Botswana
2026-02-22 19:00:18,168.167.172.204,GET,/portal/dashboard.html,200,7898,Botswana
2026-02-22 20:31:18,41.222.156.204,GET,/portal/dashboard.html,200,2284,Zambia
2026-02-22 20:39:18,197.215.92.28,GET,/ai/advisory_chat_start,404,4820,Zambia
2026-02-22 20:53:18,168.167.144.203,GET,/tools/automated_risk_score,404,8346,Botswana
2026-02-22 21:22:18,196.44.180.124,GET,/ai/advisory_chat_start,404,3094,Namibia
2026-02-22 21:50:18,196.44.25.223,GET,/services/realtime_threat_map,200,9852,Namibia
2026-02-22 21:51:18,197.242.72.90,GET,/tools/automated_risk_score,404,7999,South Africa
2026-02-23 00:13:18,196.44.13.211,GET,/services/realtime_threat_map,500,4472,Namibia
2026-02-23 00:48:18,102.129.174.115,GET,/portal/dashboard.html,200,8433,South Africa
2026-02-23 00:58:18,168.167.185.206,GET,/tools/automated_risk_score,200,5763,Botswana
2026-02-23 01:36:18,197.215.24.167,GET,/ai/advisory_chat_start,404,2041,Zambia
2026-02-23 01:43:18,196.216.123.171,GET,/ai/advisory_chat_start,200,5001,Botswana
2026-02-23 01:52:18,102.129.217.207,GET,/services/realtime_threat_map,500,6946,South Africa
2026-02-23 01:55:18,196.216.245.22,GET,/services/realtime_threat_map,200,7626,Botswana
2026-02-23 02:20:18,41.222.172.243,GET,/services/realtime_threat_map,200,8362,Zambia
2026-02-23 02:35:18,196.216.181.178,GET,/portal/dashboard.html,200,4849,Botswana
2026-02-23 03:40:18,197.218.179.186,GET,/portal/dashboard.html,404,9201,Mozambique
2026-02-23 03:50:18,168.167.192.109,GET,/portal/dashboard.html,404,6269,Botswana
2026-02-23 03:50:18,168.167.43.127,GET,/ai/advisory_chat_start,200,6486,Botswana
2026-02-23 04:29:18,196.216.182.207,GET,/services/realtime_threat_map,500,4425,Botswana
2026-02-23 05:24:18,102.129.114.17,GET,/portal/dashboard.html,200,2250,South Africa
2026-02-23 05:46:18,196.216.177.156,GET,/portal/dashboard.html,200,7191,Botswana
2026-02-23 05:49:18,41.203.105.141,GET,/ai/advisory_chat_start,500,8964,Lesotho
2026-02-23 06:33:18,196.216.138.103,GET,/portal/dashboard.html,200,2314,Botswana
2026-02-23 07:02:18,168.167.125.71,GET,/portal/dashboard.html,200,7348,Botswana
2026-02-23 07:25:18,196.216.61.122,GET,/ai/advisory_chat_start,200,6182,Botswana
2026-02-23 07:52:18,102.129.89.208,GET,/ai/advisory_chat_start,200,7663,South Africa
2026-02-23 08:43:18,102.129.23.152,GET,/services/realtime_threat_map,200,8488,South Africa
2026-02-23 09:46:18,196.44.217.229,GET,/tools/automated_risk_score,500,5900,Namibia
2026-02-23 10:38:18,168.167.95.210,GET,/api/submit_system_maintenance,201,4382,Botswana
2026-02-23 11:37:18,196.44.231.42,GET,/services/realtime_threat_map,200,6771,Namibia
2026-02-23 11:53:18,168.167.82.126,GET,/api/submit_system_maintenance,201,4547,Botswana
2026-02-23 12:10:18,196.216.16.203,GET,/expansion/sadc_promo_june,201,3854,Botswana
2026-02-23 12:11:18,196.216.210.60,GET,/api/submit_system_maintenance,201,6320,Botswana
2026-02-23 12:22:18,102.129.124.127,GET,/expansion/sadc_promo_june,201,8248,South Africa
2026-02-23 14:00:18,154.250.230.147,GET,/ai/advisory_chat_start,200,7902,Zimbabwe
2026-02-23 14:04:18,197.242.119.218,GET,/tools/automated_risk_score,200,8001,South Africa
2026-02-23 15:37:18,196.44.200.193,GET,/portal/dashboard.html,200,4448,Namibia
2026-02-23 15:56:18,102.129.159.222,GET,/ai/advisory_chat_start,500,5079,South Africa
2026-02-23 16:04:18,197.188.167.150,GET,/ai/advisory_chat_start,200,9317,Namibia
2026-02-23 16:17:18,196.216.191.65,GET,/api/submit_system_maintenance,201,4753,Botswana
2026-02-23 16:17:18,168.167.168.133,GET,/tools/automated_risk_score,200,7046,Botswana
2026-02-23 16:36:18,196.216.156.210,GET,/portal/dashboard.html,200,3295,Botswana
2026-02-23 17:16:18,168.167.61.162,GET,/expansion/sadc_promo_june,201,7431,Botswana
2026-02-23 17:46:18,197.242.141.69,GET,/api/submit_system_maintenance,201,3485,South Africa
2026-02-23 18:28:18,154.250.87.94,GET,/ai/advisory_chat_start,404,7294,Zimbabwe
2026-02-23 19:32:18,102.129.216.233,GET,/portal/dashboard.html,200,7463,South Africa
2026-02-23 19:56:18,197.242.179.174,GET,/ai/advisory_chat_start,500,2695,South Africa
2026-02-23 20:26:18,168.253.253.53,GET,/portal/dashboard.html,200,2857,Eswatini
2026-02-23 22:11:18,197.94.66.122,GET,/tools/automated_risk_score,404,8419,Angola
2026-02-23 22:24:18,197.242.9.58,GET,/ai/advisory_chat_start,200,4699,South Africa
2026-02-23 22:32:18,196.216.180.178,GET,/services/realtime_threat_map,200,2677,Botswana
2026-02-23 23:43:18,168.167.177.92,GET,/ai/advisory_chat_start,200,4146,Botswana
2026-02-23 23:44:18,102.129.100.6,GET,/portal/dashboard.html,200,2564,South Africa
2026-02-23 23:51:18,197.242.252.246,GET,/portal/dashboard.html,404,3879,South Africa
2026-02-24 00:10:18,168.167.145.127,GET,/ai/advisory_chat_start,200,2009,Botswana
2026-02-24 00:59:18,168.167.228.202,GET,/portal/dashboard.html,500,3017,Botswana
2026-02-24 03:01:18,102.129.26.244,GET,/portal/dashboard.html,200,3315,South Africa
2026-02-24 03:14:18,197.242.115.222,GET,/services/realtime_threat_map,500,5239,South Africa
2026-02-24 03:15:18,197.242.70.26,GET,/ai/advisory_chat_start,200,9028,South Africa
2026-02-24 04:20:18,197.94.239.2,GET,/portal/dashboard.html,200,4780,Angola
2026-02-24 04:58:18,197.242.149.212,GET,/portal/dashboard.html,200,5840,South Africa
2026-02-24 07:15:18,102.129.81.174,GET,/portal/dashboard.html,200,8102,South Africa
2026-02-24 07:21:18,105.234.221.148,GET,/portal/dashboard.html,500,2946,Malawi
2026-02-24 08:47:18,41.221.236.123,GET,/portal/dashboard.html,200,5717,Mozambique
2026-02-24 09:28:18,197.242.120.200,GET,/api/submit_system_maintenance,201,2278,South Africa
2026-02-24 09:30:18,41.221.133.178,GET,/portal/dashboard.html,500,4077,Mozambique
2026-02-24 10:49:18,168.167.214.186,GET,/services/realtime_threat_map,200,6826,Botswana
2026-02-24 10:51:18,41.223.217.52,GET,/services/realtime_threat_map,500,7924,Angola
2026-02-24 11:02:18,197.242.244.60,GET,/expansion/sadc_promo_june,201,8922,South Africa
2026-02-24 11:35:18,102.129.215.11,GET,/ai/advisory_chat_start,500,4644,South Africa
2026-02-24 11:57:18,102.129.183.220,GET,/expansion/sadc_promo_june,201,7257,South Africa
2026-02-24 12:08:18,168.167.107.179,GET,/expansion/sadc_promo_june,201,5551,Botswana
2026-02-24 12:14:18,197.215.22.165,GET,/portal/dashboard.html,200,6156,Zambia
2026-02-24 12:56:18,105.234.1.9,GET,/services/realtime_threat_map,200,9135,Malawi
2026-02-24 14:06:18,197.188.32.131,GET,/portal/dashboard.html,200,5900,Namibia
2026-02-24 14:47:18,102.129.222.142,GET,/expansion/sadc_promo_june,201,9739,South Africa
2026-02-24 15:01:18,196.216.241.126,GET,/api/submit_system_maintenance,201,7901,Botswana
2026-02-24 15:24:18,102.129.28.79,GET,/api/submit_system_maintenance,201,9917,South Africa
2026-02-24 15:27:18,197.188.232.25,GET,/portal/dashboard.html,404,8539,Namibia
2026-02-24 15:33:18,196.216.165.221,GET,/api/submit_system_maintenance,201,5825,Botswana
2026-02-24 15:44:18,168.167.113.136,GET,/api/submit_system_maintenance,201,9817,Botswana
2026-02-24 16:39:18,102.129.11.79,GET,/expansion/sadc_promo_june,201,8634,South Africa
2026-02-24 16:52:18,41.222.129.243,GET,/tools/automated_risk_score,200,2582,Zambia
2026-02-24 17:25:18,197.242.103.107,GET,/portal/dashboard.html,200,2207,South Africa
2026-02-24 17:38:18,196.216.111.9,GET,/api/submit_system_maintenance,201,2956,Botswana
2026-02-24 18:33:18,196.216.122.25,GET,/portal/dashboard.html,500,5292,Botswana
2026-02-24 19:13:18,102.129.48.118,GET,/services/realtime_threat_map,200,6276,South Africa
2026-02-24 21:55:18,196.216.251.234,GET,/portal/dashboard.html,500,5658,Botswana
2026-02-24 22:37:18,197.242.54.107,GET,/ai/advisory_chat_start,200,7257,South Africa
2026-02-24 23:31:18,196.216.229.96,GET,/tools/automated_risk_score,200,3976,Botswana
2026-02-25 00:04:18,197.242.224.120,GET,/tools/automated_risk_score,404,5953,South Africa
2026-02-25 00:10:18,197.215.166.81,GET,/portal/dashboard.html,404,9068,Zambia
2026-02-25 00:26:18,168.167.12.248,GET,/tools/automated_risk_score,200,4608,Botswana
2026-02-25 00:30:18,196.216.143.7,GET,/services/realtime_threat_map,200,8101,Botswana
2026-02-25 00:36:18,105.232.237.29,GET,/services/realtime_threat_map,200,8954,Eswatini
2026-02-25 01:52:18,196.216.188.234,GET,/portal/dashboard.html,200,2016,Botswana
2026-02-25 01:53:18,196.216.123.204,GET,/portal/dashboard.html,500,6421,Botswana
2026-02-25 02:32:18,196.216.171.5,GET,/portal/dashboard.html,200,9290,Botswana
2026-02-25 02:55:18,196.216.23.185,GET,/ai/advisory_chat_start,200,5489,Botswana
2026-02-25 03:35:18,197.242.148.114,GET,/portal/dashboard.html,200,9789,South Africa
